Chemical_ID,End_Point,Model,BMD10,BMDL,BMD50,AUC,Min_Dose,Max_Dose,DataQC_Flag,BMD_Analysis_Flag,BMD_Flag,BMD50_Flag
1540,LTKR,NULL,NULL,NULL,NULL,2.2764926108374386,0.0,64.0,1,NULL,NULL,NULL
1540,MUSC,NULL,NULL,NULL,NULL,1.2204926108374385,0.0,64.0,1,NULL,NULL,NULL
1540,SKIN,NULL,NULL,NULL,NULL,1.2204926108374385,0.0,64.0,1,NULL,NULL,NULL
1540,TCHR,NULL,NULL,NULL,NULL,1.2204926108374385,0.0,64.0,1,NULL,NULL,NULL
1600,ANY24,NULL,NULL,NULL,NULL,6.083200000000001,0.0,64.0,5,NULL,NULL,NULL
1600,ANY120,NULL,NULL,NULL,NULL,15.4742,0.0,64.0,5,NULL,NULL,NULL
1600,TOT_MORT,NULL,NULL,NULL,NULL,5.0833,0.0,64.0,5,NULL,NULL,NULL
1600,ANY_MORT,quantal_linear,36.178,NULL,238.009,10.3909,0.0,64.0,4,0,0,1
1600,BRN_,NULL,NULL,NULL,NULL,2.9894930875576033,0.0,64.0,1,NULL,NULL,NULL
1600,CRAN,NULL,NULL,NULL,NULL,11.063227499573305,0.0,64.0,5,NULL,NULL,NULL
1600,EDEM,NULL,NULL,NULL,NULL,3.204938289810548,0.0,64.0,1,NULL,NULL,NULL
1600,LTKR,NULL,NULL,NULL,NULL,3.203634586106844,0.0,64.0,1,NULL,NULL,NULL
1600,MUSC,NULL,NULL,NULL,NULL,3.2025679194401775,0.0,64.0,5,NULL,NULL,NULL
1600,SKIN,NULL,NULL,NULL,NULL,0.0,0.0,64.0,1,NULL,NULL,NULL
1600,TCHR,NULL,NULL,NULL,NULL,1.8593682198327361,0.0,64.0,5,NULL,NULL,NULL
1606,ANY24,gamma,0.564,NULL,139.435,17.057,0.0,64.0,3,0,0,1
1606,ANY120,logistic,4.951,2.915,12.637,36.466,0.0,64.0,3,0,0,0
1606,TOT_MORT,quantal_linear,3.142,2.218,20.671,33.656,0.0,64.0,3,0,0,0
1606,ANY_MORT,NULL,NULL,NULL,NULL,8.597,0.0,64.0,5,NULL,NULL,NULL
1606,BRN_,NULL,NULL,NULL,NULL,0.012101149425287358,0.0,6.4,5,NULL,NULL,NULL
1606,CRAN,NULL,NULL,NULL,NULL,0.012101149425287358,0.0,6.4,5,NULL,NULL,NULL
1606,EDEM,NULL,NULL,NULL,NULL,0.12302316534040673,0.0,6.4,5,NULL,NULL,NULL
1606,LTKR,NULL,NULL,NULL,NULL,0.0010666666666666665,0.0,6.4,1,NULL,NULL,NULL
1606,MUSC,NULL,NULL,NULL,NULL,0.0011770114942528736,0.0,6.4,5,NULL,NULL,NULL
1606,SKIN,NULL,NULL,NULL,NULL,0.0,0.0,6.4,1,NULL,NULL,NULL
