Chemical_ID,End_Point,Model,BMD10,BMDL,BMD50,AUC,Min_Dose,Max_Dose,AUC_Norm,Modeled_Flag,DataQC_Flag,BMD10_Flag,BMD50_Flag,NumConc,Spearman_Correlation,bmdrc.Endpoint.ID
502,TOT_MORT,Log Logistic,3.451745844601918,2.354282804214936,5.497486506133208,44.38125,0.0,50.0,0.887625,Pass,Good,Pass,Pass,5.0,0.9856107606091623,502 TOT_MORT
511,ANY24,Weibull,0.09265423563632164,0.01789746856334416,4.0417117431730185,1.82375,0.0,5.0,0.36475,Pass,Good,Pass,Pass,5.0,1.0,511 ANY24
502,MO24,Log Logistic,3.9361567156100508,3.0833868256119166,7.344900937824005,41.125,0.0,50.0,0.8225,Pass,Good,Pass,Pass,5.0,0.9856107606091623,502 MO24
511,AXIS,Log Logistic,0.13788327433989792,0.11170699647693293,0.24665870721108574,4.6866666666666665,0.0,5.0,0.9373333333333334,Pass,Good,Pass,Pass,5.0,0.9411239481143202,511 AXIS
4020,ANY120,Log Logistic,1.2068242773944853,0.6637533525669669,1.5485643250895293,97.83114285714285,0.0,100.0,0.9783114285714285,Pass,Good,Pass,Pass,10.0,0.8728322769114132,4020 ANY120
1595,CRAN,Weibull,5.650681230287574e-17,1.5558687235152162e-17,1.0045885056877124e-05,53.4375,0.0,67.0,0.7975746268656716,Pass,Good,Pass,Pass,7.0,0.7784570702436183,1595 CRAN
54,TOT_MORT,Weibull,1.4792559220314458,0.7141310205627396,4.237900445333008,1.77375,0.0,5.0,0.35475,Pass,Good,Pass,Pass,5.0,0.7714285714285715,54 TOT_MORT
2151,TOT_MORT,Log Logistic,0.4826317605457581,0.26544746830016697,0.6381516868406711,66.5,0.0,67.0,0.9925373134328358,Pass,Good,Pass,Pass,7.0,0.7637626158259733,2151 TOT_MORT
54,ANY120,Gamma,1.6321211097040627,0.5397634900403132,4.112730949589243,1.910625,0.0,5.0,0.382125,Pass,Good,Pass,Pass,5.0,0.8285714285714286,54 ANY120
1595,BRN_,Weibull,1.5338856178199438e-12,5.898494230049301e-13,0.00038220087344825287,53.47916666666666,0.0,67.0,0.7981965174129352,Pass,Good,Pass,Pass,7.0,0.7857142857142857,1595 BRN_
